data_id;iso;event_id_cnty;event_id_no_cnty;event_date;year;time_precision;event_type;sub_event_type;actor1;assoc_actor_1;inter1;actor2;assoc_actor_2;inter2;interaction;region;country;admin1;admin2;admin3;location;latitude;longitude;geo_precision;source;source_scale;notes;fatalities;timestamp;iso3
8605719;288;GHA1287;1287;"22 October 2021";2021;1;Protests;"Peaceful protest";"Protesters (Ghana)";;6;;;0;60;"Western Africa";Ghana;Ashanti;Kumasi;;Kumasi;6.6936;-1.6218;1;"Ghana Web";National;"On 22 October 2021, residents demonstrated in Ohwim, Abrepo, Adankwame, and Asuofua neighborhoods of Kumasi city (Kumasi, Ashanti) denouncing the city's leadership incapacity to solve the flooding in their communities. [size=no report]";0;1635193320;GHA
8605864;288;GHA1288;1288;"22 October 2021";2021;2;Riots;"Mob violence";"Rioters (Ghana)";"Vigilante Group (Ghana); Muslim Group (Ghana)";5;"Police Forces of Ghana (2017-)";"Civilians (Ghana)";1;15;"Western Africa";Ghana;Northern;Tamale;;Tamale;9.4008;-0.8393;1;"My Joy Online";National;"Around 22 October 2021 (as reported), a group of supporters of a Muslim leader captured one person and attempted to lynch him in Tamale town (Tamale, Northern) for threatening their leader. They clashed with the police forces who intervened to rescue the victim. The police fired warning shots to disperse them. [size=no report]";0;1635193321;GHA
8611846;288;GHA1291;1291;"22 October 2021";2021;1;"Violence against civilians";Attack;"Police Forces of Ghana (2017-)";;1;"Civilians (Ghana)";;7;17;"Western Africa";Ghana;"Greater Accra";"Ada West";;Sege;5.877;0.3595;1;"Daily Guide Ghana; Chronicle (Ghana)";Subnational-National;"On 22 October 2021, the police forces beat up about 800 residents, and burnt six motorbikes during a raid in Luhuor neighborhood of Sege town (Ada West, Greater Accra). This was a retaliation after residents assaulted police officers the previous day.";0;1635798955;GHA
8612067;288;GHA1290;1290;"22 October 2021";2021;1;"Violence against civilians";Attack;"Unidentified Armed Group (Ghana)";;3;"Civilians (Ghana)";;7;37;"Western Africa";Ghana;"Greater Accra";"Ada East";;Ada;5.7833;0.6333;2;"Chronicle (Ghana)";Subnational;"On 22 October 2021, a group of masked armed men opened fire in a local salt mining pan in Bornikope chieftaincy, Ada town (Ada East, Greater Accra) to ward off attempts by the community to prevent an earth-moving machine from breaking soil walls that protected the community's salt pans from erosion. Casualties unknown.";0;1635798955;GHA
8605720;288;GHA1286;1286;"21 October 2021";2021;2;Protests;"Peaceful protest";"Protesters (Ghana)";;6;;;0;60;"Western Africa";Ghana;Eastern;"New Juaben";;Koforidua;6.0941;-0.2591;2;"Ghana Web";National;"Around 21 October 2021 (as reported), residents demonstrated in Jonasi village, around Koforidua town (New Juaben, Eastern) against the installation of a filling station close to their homes. [size=no report]";0;1635193320;GHA
8611845;288;GHA1289;1289;"21 October 2021";2021;1;Riots;"Mob violence";"Rioters (Ghana)";;5;"Police Forces of Ghana (2017-)";"Labour Group (Ghana); Civilians (Ghana)";1;15;"Western Africa";Ghana;"Greater Accra";"Ada West";;Sege;5.877;0.3595;1;"Daily Guide Ghana; Chronicle (Ghana); My Joy Online; Citi News";Subnational-National;"On 21 October 2021, residents assaulted surveyors and the police officers who were accompanying them in Sege town (Ada West, Greater Accra), after the police officers refused to unmask and identify themselves. They burnt tires on the road to prevent reinforcements from arriving. 38 people were later arrested in connection with the incident. [size=no report]";0;1635798955;GHA
8605335;288;GHA1285;1285;"20 October 2021";2021;1;Protests;"Peaceful protest";"Protesters (Ghana)";"Students (Ghana)";6;;;0;60;"Western Africa";Ghana;"Greater Accra";Accra;;Accra;5.556;-0.1969;1;"Ghana Web; My Joy Online; Citi News; Daily Graphic; Peace Online";Subnational-National;"On 20 October 2021, 499 law students demonstrated in Accra city (Accra, Greater Accra) after being denied entry into the Ghana School of Law for failing the entrance exam. They demand reforms in the country's legal education system. [size=499]";0;1635193320;GHA
8605334;288;GHA1284;1284;"17 October 2021";2021;1;Riots;"Mob violence";"Rioters (Ghana)";"NDC: National Democratic Congress";5;"Rioters (Ghana)";;5;55;"Western Africa";Ghana;Central;"Cape Coast";;"Cape Coast";5.1075;-1.2431;1;"Daily Guide Ghana; 3 News";National;"On 17 October 2021, a fist fight escalated at the Metropolitan Assembly of Cape Coast city (Cape Coast, Central) after a suspected NDC (opposition) party supporter attempter to run away with a ballot box during the council executive election. [size=no report]";0;1635193320;GHA
8586164;288;GHA1279;1279;"07 October 2021";2021;1;Riots;"Mob violence";"Rioters (Ghana)";"NPP: New Patriotic Party";5;"Civilians (Ghana)";"Government of Ghana (2017-)";7;57;"Western Africa";Ghana;"Western North";Juabeso;;Juabeso;6.3416;-2.8235;1;"Ghana Web; Chronicle (Ghana)";National;"On 7 October 2021, a group of youths supporters of the NPP (ruling) party attacked the venue of the meeting of local assembly members who gathered to elect the district assembly president in Juabeso town (Juabeso, Western North). They assaulted district assembly members. The police forces intervened to exfiltrate the assembly members. [size= no report]";0;1633983690;GHA
8586425;288;GHA1280;1280;"07 October 2021";2021;1;Protests;"Peaceful protest";"Protesters (Ghana)";;6;;;0;60;"Western Africa";Ghana;"Greater Accra";Tema;;Tema;5.6596;-0.0097;1;"Daily Guide Ghana";National;"On 7 October 2021, residents demonstrated in the Manhean neighborhood of Tema city (Tema, Greater Accra), blaming the workers of the Sentuo company for flood after their operations in the area. [size=no report]";0;1633983690;GHA
8586489;288;GHA1277;1277;"06 October 2021";2021;1;Protests;"Peaceful protest";"Protesters (Ghana)";"Students (Ghana)";6;;;0;60;"Western Africa";Ghana;"Greater Accra";Accra;;Accra;5.556;-0.1969;1;"Ghana Web";National;"On 6 October 2021, students demonstrated at the Ghana School of Law in Accra city (Accra, Greater Accra) after they were said to have failed their entrance examination. [size=no report]";0;1633983690;GHA
8586612;288;GHA1278;1278;"06 October 2021";2021;1;Riots;"Mob violence";"Rioters (Ghana)";;5;"Civilians (Ghana)";"LGBT (Ghana)";7;57;"Western Africa";Ghana;"Bono East";"Nkoranza South";;Nkoranza;7.5625;-1.7039;1;"My Joy Online";National;"On 6 October 2021, residents captured a suspected homosexual in Nkoranza town (Nkoranza South, Bono East). They assaulted him before taking him to the local Queen Mother's Court. He was subsequently banned from the town. [size=no report]";0;1633983691;GHA
8586163;288;GHA1275;1275;"05 October 2021";2021;1;Riots;"Mob violence";"Rioters (Ghana)";"NPP: New Patriotic Party";5;"Civilians (Ghana)";"Journalists (Ghana)";7;57;"Western Africa";Ghana;"Bono East";"Atebubu Amantin";;Atebubu;7.7554;-0.9809;1;"Citi News; Ghana Web";National;"On 5 October 2021, supporters of the NPP (ruling) party assaulted 6 journalists in Atebubu town (Atebubu Amantin, Bono East) as they attempted to cover the election of the Municipal chief executive of the municipality. [size=no report]";0;1633983690;GHA
8586487;288;GHA1274;1274;"05 October 2021";2021;1;Battles;"Armed clash";"Salamkope Communal Militia (Ghana)";"Farmers (Ghana)";4;"Fulani Ethnic Militia (Ghana)";"Pastoralists (Ghana)";4;44;"Western Africa";Ghana;Eastern;"Kwahu Afram Plains South";;"Afram Plains";6.8333;-0.1667;2;"Ghana Web";National;"On 5 October 2021, farmers engaged in fire fight with Fulani herdsmen in Salamkope village, Afram Plains subdivision (Kwahu Afram Plains South, Eastern) after cattle allegedly destroyed local farms. One person was shot and killed, and dozens injured, and 10 cattle heads killed.";1;1633983690;GHA
8586488;288;GHA1276;1276;"05 October 2021";2021;1;Protests;"Peaceful protest";"Protesters (Ghana)";"Labour Group (Ghana)";6;;;0;60;"Western Africa";Ghana;Ashanti;Kumasi;;Kumasi;6.6936;-1.6218;1;"Ghana Web";National;"On 5 October 2021, traders demonstrated at the new Kejetia market in Kumasi city (Kumasi, Ashanti) denouncing what they termed as 'unfair treatment' after the management decided to close down over 200 shops for not paying service charges. [size=no report]";0;1633983690;GHA
8586162;288;GHA1273;1273;"04 October 2021";2021;1;Riots;"Violent demonstration";"Rioters (Ghana)";;5;"Police Forces of Ghana (2017-)";;1;15;"Western Africa";Ghana;Ashanti;Kumasi;;Kwadaso;6.694;-1.646;1;"3 News; Ghana Web";National;"On 4 October 2021, hundreds of residents of Santasi-Apire neighborhood demonstrated in Kwadaso town (Kumasi, Ashanti) against the condition of the roads in their area. They erected barricades and clashed with the police forces. [size=hundreds]";0;1633983690;GHA
8586304;288;GHA1272;1272;"04 October 2021";2021;1;Riots;"Mob violence";"Rioters (Ghana)";"NPP: New Patriotic Party";5;"Civilians (Ghana)";"Government of Ghana (2017-)";7;57;"Western Africa";Ghana;Savannah;"East Gonja";;Abrumase;8.4674;-1.0196;2;"3 News";National;"On 4 October 2021, supporters of the NPP (ruling) party disrupted the ballot counting after the Municipal Chief Executive election in East Gonja, assumedly around Abrumase (East Gonja, Savannah) over alleged fraud. They severely beat up and injured one Municipal Assembly member. [size=no report]";0;1633983690;GHA
8586160;288;GHA1269;1269;"03 October 2021";2021;1;"Violence against civilians";Attack;"Police Forces of Ghana (2017-)";;1;"Civilians (Ghana)";"NDC: National Democratic Congress; Government of Ghana (2017-)";7;17;"Western Africa";Ghana;Eastern;"Birim South";;"Akim Achiase";5.8944;-1.0153;1;"Ghana Web; 3 News";National;"On 3 October 2021, the police forces severely beat up one NDC (opposition) party District Assembly Member in Akim Achiase town (Birim South, Eastern) for demanding transparency in the District Chief Executive electoral process.";0;1633983690;GHA
8586161;288;GHA1270;1270;"03 October 2021";2021;1;Riots;"Mob violence";"Rioters (Ghana)";;5;"Civilians (Ghana)";"Odumase-Krobo Communal Group (Ghana)";7;57;"Western Africa";Ghana;Eastern;"Kwahu West";;Odumase-Krobo;6.5333;-0.8167;1;"Daily Guide Ghana; Chronicle (Ghana)";National;"On 3 October 2021, a group of youths assaulted the traditional ruler of Odumase-Krobo town (Kwahu West, Eastern) over a chieftaincy dispute in the context of a cultural festival. The police forces intervened to settle the situation. [size=no report]";0;1633983690;GHA
8586613;288;GHA1271;1271;"03 October 2021";2021;2;Protests;"Peaceful protest";"Protesters (Ghana)";;6;;;0;60;"Western Africa";Ghana;Ashanti;"Atwima Kwanwoma";;Tontokrom;6.5523;-1.7468;2;"My Joy Online";National;"Around 3 October 2021 (as reported), residents demonstrated in Atwima Boko town, assumedly around Tontokrom (Atwima Kwanwoma, Ashanti) over the condition of the roads in their area. [size=no report]";0;1633983691;GHA
8586159;288;GHA1268;1268;"02 October 2021";2021;1;Protests;"Peaceful protest";"Protesters (Ghana)";;6;;;0;60;"Western Africa";Ghana;Ashanti;"Atwima Kwanwoma";;Twedie;6.6597;-1.7235;1;"3 News; Ghana Web";National;"On 2 October 2021, residents demonstrated in Twedie town, (Atwima Kwanwoma, Ashanti) denouncing years of delay in a road construction project in their area. [size=no report]";0;1633983690;GHA
8574658;288;GHA1265;1265;"30 September 2021";2021;1;Protests;"Peaceful protest";"Protesters (Liberia)";"Refugees/IDPs (Liberia)";6;;;0;60;"Western Africa";Ghana;Central;"Gomoa East";;Buduburam;5.5333;-0.4666;1;"My Joy Online; Ghana Web";National;"On 30 September 2021, hundreds of Liberian refugees demonstrated in Buduburam town (Gomoa East, Central) against a decision of Ghanaian authorities to demolish their camp with no relocation plan. [size=hundreds]";0;1633377346;GHA
8574946;288;GHA1266;1266;"30 September 2021";2021;1;Protests;"Protest with intervention";"Protesters (Ghana)";"NPP: New Patriotic Party; Civilians (Ghana); Journalists (Ghana)";6;"Police Forces of Ghana (2017-)";;1;16;"Western Africa";Ghana;Eastern;Suhum;;Suhum;6.0409;-0.45;1;"Ghana Web";National;"On 30 September 2021, supporters of the NPP (ruling) party demonstrated at the Municipal Assembly Hall of Suhum town (Suhum, Eastern) after a rumored fraud attempt in the election of the Assembly's Chief Executive nominee. The police forces also prevented the journalists from attending the election. [size=no report]";0;1633377347;GHA
8574947;288;GHA1267;1267;"30 September 2021";2021;1;Riots;"Mob violence";"Rioters (Ghana)";"NPP: New Patriotic Party";5;"Rioters (Ghana)";;5;55;"Western Africa";Ghana;"Upper West";Wa;;Wa;10.0607;-2.5019;1;"Ghana Web";National;"On 30 September 2021, a fist fight erupted at the Municipal Assembly Hall of Wa town (Wa, Upper West) between NPP supporters and opponents after the contested confirmation of the NPP (ruling) party contestant for the election of the Chief Executive nominee for the Wa Municipal Assembly. The police forces arrested two people. [size=no report]";0;1633377347;GHA
8574948;288;GHA1264;1264;"28 September 2021";2021;1;Riots;"Mob violence";"Rioters (Ghana)";"Vigilante Group (Ghana)";5;"Civilians (Ghana)";;7;57;"Western Africa";Ghana;Eastern;"New Juaben";;Koforidua;6.0941;-0.2591;1;"Ghana Web";National;"On 28 September 2021, residents captured and tortured two suspected thieves in Koforidua town (New Juaben, Eastern). One of the victims later died of his wounds. [size=no report]";1;1633377347;GHA
8564667;288;GHA1260;1260;"21 September 2021";2021;1;Protests;"Peaceful protest";"Protesters (Ghana)";;6;;;0;60;"Western Africa";Ghana;Western;"Sekondi Takoradi";;Takoradi;4.9149;-1.7776;1;"Citi News; My Joy Online";National;"On 21 September 2021, several people staged the #FixTheCountry demonstration in Takoradi town (Sekondi Takoradi, Western), demanding better services and calling on government to address corruption and kidnappings in the region. [size=several]";0;1632770111;GHA
8564668;288;GHA1261;1261;"21 September 2021";2021;1;Protests;"Peaceful protest";"Protesters (Ghana)";"Labour Group (Ghana)";6;;;0;60;"Western Africa";Ghana;Northern;Tamale;;Tamale;9.4008;-0.8393;1;"My Joy Online; Citi News";National;"On 21 September 2021, public workers demonstrated against the 4 and 7 percent increment of wages for 2021/2022 from Jubilee Park to major streets in Tamale town (Tamale, Northern). [size=no report]";0;1632770111;GHA
8564859;288;GHA1259;1259;"21 September 2021";2021;1;Protests;"Peaceful protest";"Protesters (Ghana)";;6;;;0;60;"Western Africa";Ghana;Eastern;"Kwahu East";;Abetifi;6.6695;-0.7476;1;"Citi News";National;"On 21 September 2021, local residents demonstrated, demanding the completion of all stalled hospital projects in Abetifi town (Kwahu East, Eastern). [size=no report]";0;1632770111;GHA
8574657;288;GHA1263;1263;"21 September 2021";2021;1;Riots;"Violent demonstration";"Rioters (Ghana)";;5;"Police Forces of Ghana (2017-)";"Civilians (Ghana); Labour Group (Ghana)";1;15;"Western Africa";Ghana;Northern;Tamale;;Tamale;9.4008;-0.8393;1;"3 News; My Joy Online";National;"On 21 September 2021, residents demonstrated in Tamale town (Tamale, Northern) against police violence during a control for illegal electricity connections earlier that day. They attacked the local divisional police command, as well as the local office of the NEDCo national electricity company, destroying properties, and assaulting workers of the company. [size=no report]";0;1633377346;GHA
8574797;288;GHA1262;1262;"21 September 2021";2021;1;"Violence against civilians";Attack;"Police Forces of Ghana (2017-)";;1;"Civilians (Ghana)";;7;17;"Western Africa";Ghana;Northern;Tamale;;Tamale;9.4008;-0.8393;1;"3 News";National;"On 21 September 2021, police forces assaulted several civilians in Tamale town (Tamale, Northern) during a control for illegal electricity connections.";0;1633377347;GHA
8564858;288;GHA1258;1258;"20 September 2021";2021;1;Riots;"Violent demonstration";"Rioters (Ghana)";"GUTA: Ghana Union of Traders Association";5;"Civilians (Nigeria)";"Labour Group (Nigeria); Civilians (International); Labour Group (International)";7;57;"Western Africa";Ghana;Eastern;"New Juaben";;Koforidua;6.0941;-0.2591;1;"Citi News";National;"On 20 September 2021, local residents and members from Ghana Union of Traders Association (GUTA) demonstrated and locked up over 40 shops belonging to foreign nationals, mostly from Nigeria, after forcing the owners out in Koforidua town (New Juaben, Eastern). The group were carrying placards 'foreigners are prohibited from retailing our markets'. [size=no report]";0;1632770111;GHA
8564856;288;GHA1257;1257;"19 September 2021";2021;1;Protests;"Peaceful protest";"Protesters (Ghana)";;6;;;0;60;"Western Africa";Ghana;Western;"Nzema East";;Axim;4.8653;-2.2421;1;"Citi News";National;"On 19 September 2021, dozens of supporters of the municipal and district chief executives (MCE) demonstrated against the new MCE in Axim town (Nzema East, Western), demanding a second term for the current officer. [size=dozens]";0;1632770111;GHA
8564857;288;GHA1256;1256;"18 September 2021";2021;1;Protests;"Peaceful protest";"Protesters (Ghana)";;6;;;0;60;"Western Africa";Ghana;"Greater Accra";Accra;;Accra;5.556;-0.1969;1;"Citi News";National;"On 18 September 2021, concerned youth in Accra (Greater Accra), demonstrated against the president's nomination of the new municipal chief executive of the Accra Metropolitan Assembly (AMA). [size=no report]";0;1632770111;GHA
8533162;288;GHA1255;1255;"08 September 2021";2021;1;Protests;"Peaceful protest";"Protesters (Ghana)";"Farmers (Ghana)";6;;;0;60;"Western Africa";Ghana;Eastern;"Yilo Krobo";;"Amafrom Akwapim";6.1112;-0.1238;1;"3 News";National;"On 8 September 2021, farmers demonstrated, demanding the reconstruction of their footbridge linking farmlands and the community in Amafrom Akwapim town (Yilo Krobo, Eastern). The footbridge linking the Okorase Domeabra and Korasang collapsed three weeks ago. [size=no report]";0;1631568159;GHA
8459606;288;GHA1243;1243;"02 September 2021";2021;1;Protests;"Peaceful protest";"Protesters (Ghana)";;6;;;0;60;"Western Africa";Ghana;Western;Jomoro;;Elubo;5.2898;-2.78;1;"Citi News";National;"On 2 September 2021, local residents demonstrated against the continuous closure of the land borders and demanded the government open the border point in Elubo town (Ketu South, Volta). The border was closed last year to curb the spread of coronavirus. [size=report]";0;1630980851;GHA
8459566;288;GHA1242;1242;"31 August 2021";2021;1;Protests;"Peaceful protest";"Protesters (Ghana)";;6;;;0;60;"Western Africa";Ghana;Volta;"North Dayi";;Wusuta;6.825;0.2367;1;"Adom FM";National;"On 31 August 2021, local residents demonstrated against the illegal activities of Fulani pastoralists in Wusuta village (North Dayi, Volta). The residents demanded the government to flush out the pastoralist. [size=no report]";0;1630980851;GHA
8460919;288;GHA1254;1254;"27 August 2021";2021;1;Protests;"Peaceful protest";"Protesters (Ghana)";;6;;;0;60;"Western Africa";Ghana;Volta;"Ketu South";;Aflao;6.1198;1.1901;1;"Citi News";National;"On 27 August 2021, local residents demonstrated, demanding the reopening of the Aflao border in Aflao town (Ketu South, Volta). The borders were closed in March 2020 on the onset of the coronavirus pandemic. [size=no report]";0;1630983495;GHA
8460917;288;GHA1253;1253;"26 August 2021";2021;1;Protests;"Peaceful protest";"Protesters (Ghana)";"Labour Group (Ghana)";6;;;0;60;"Western Africa";Ghana;Western;"Sekondi Takoradi";;Takoradi;4.9149;-1.7776;1;"Citi News";National;"On 26 August 2021, a number of construction workers demonstrated over poor working conditions along the Kwame Nkrumah interchange in Takoradi town (Sekondi Takoradi, Western). They claimed that the daily wages is not enough. [size=no report]";0;1630983495;GHA
8460259;288;GHA1250;1250;"20 August 2021";2021;1;Riots;"Mob violence";"Rioters (Ghana)";"Vigilante Group (Ghana)";5;"Civilians (Ghana)";;7;57;"Western Africa";Ghana;Central;"Assin North";;"Assin Bereku";5.8678;-1.3389;1;"My Joy Online; Adom FM";National;"On 20 August 2021, youths lynched a man for the death of a women in the community, while nine persons are in critical condition in Assin Bereku town (Assin North, Central). The youths claimed the group are the cause of all the robbery, the rampant killing of people, and people mysteriously going missing in the area. [size=no report]";1;1630983494;GHA
8461647;288;GHA1249;1249;"19 August 2021";2021;1;Riots;"Mob violence";"Rioters (Ghana)";"Vigilante Group (Ghana); Miners (Ghana)";5;"Civilians (Ghana)";"Labour Group (Ghana); Private Security Forces (Ghana); Civilians (China); Labour Group (China)";7;57;"Western Africa";Ghana;Ashanti;"Amansie West";;Adubia;6.4019;-1.9356;1;"My Joy Online";National;"On 19 August 2021, youths suspected to be illegal miners set ablaze an excavator belonging to a local mining firm at Adubiaho Mining site in Adubia town (Amansie West, Ashanti). Private security guarding the mining firm is alleged to have shot sporadically into the group, killing one person, and a Chinese national sustained serious injuries. [size=no report]";1;1630983497;GHA
8460661;288;GHA1251;1251;"18 August 2021";2021;1;Protests;"Peaceful protest";"Protesters (Ghana)";"Labour Group (Ghana)";6;;;0;60;"Western Africa";Ghana;"Greater Accra";Accra;;Accra;5.556;-0.1969;1;"Adom FM";National;"On 18 August 2021, public sector workers demonstrated against the 4 percent salary increment by the government in Accra (Greater Accra). They demanded the government to increase salaries to 25 percent for this year and 35 percent for next year or decrease article 71 officeholders to same 4 percent. [size=no report]";0;1630983495;GHA
8461375;288;GHA1248;1248;"16 August 2021";2021;1;"Violence against civilians";Attack;"Military Forces of Ghana (2017-)";;1;"Civilians (Ghana)";"Labour Group (Ghana)";7;17;"Western Africa";Ghana;Central;"Gomoa East";;Kasoa;5.5345;-0.4168;1;"Ghana Web";National;"On 16 August 2021, military officers assaulted construction workers with guns, sticks, and belts over a land dispute in Kasoa town (Gomoa East, Central). Five people were injured. The land which the construction workers were working on has also been sold to one of the military officers who is stationed at Burma Camp in the Greater Accra Region.";0;1630983496;GHA
8461376;288;GHA1252;1252;"16 August 2021";2021;1;Riots;"Violent demonstration";"Rioters (Ghana)";;5;;;0;50;"Western Africa";Ghana;"Western North";"Sefwi Wiawso";;Sefwi;6.2;-2.4833;1;"Ghana Web";National;"On 16 August 2021, local residents barricaded the roads in the area in Sefwi village (Sefwi Wiawso, Western North), demanding elders rescind their decision to reinstate the former chief. The chieftaincy dispute currently ongoing has forced several residents to flee for their lives. [size=no report]";0;1630983496;GHA
8460662;288;GHA1246;1246;"10 August 2021";2021;1;Protests;"Peaceful protest";"Protesters (Ghana)";;6;;;0;60;"Western Africa";Ghana;Ahafo;"Asutifi North";;Kenyase;6.9819;-2.3874;1;"Adom FM";National;"On 10 August 2021, local residents demonstrated against the poor roads along the main Kenyase -Adwumam road in Kenyase town (Asutifi North, Ahafo). The demonstrators blocked the roads (unclear through what means). [size=no report]";0;1630983495;GHA
8460920;288;GHA1247;1247;"10 August 2021";2021;1;Riots;"Mob violence";"Rioters (Ghana)";"Vigilante Group (Ghana)";5;"Civilians (Ghana)";;7;57;"Western Africa";Ghana;Ashanti;"Amansie West";;"Manso Atwere";6.4574;-1.8575;1;"Citi News";National;"On 10 August 2021, local residents killed one person and injured another accused of stealing gold at the Napoleon Mining Site area in Manso Atwere town (Amansie West, Ashanti). [size=no report]";1;1630983495;GHA
